NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Rússia: Desastre aéreo mata 32 e fere 11 pessoas na Sibéria	fere 11 pessoas	-3	v-fin num n	Saúde
Turbulência no Vôo 128 Rio de Janeiro-Houston fere 28 pessoas	fere 28 pessoas	-3	v-fin num n	Saúde
Novos atentados na Argélia mata 11 e fere 31 pessoas	fere 31 pessoas	-3	v-fin num n	Política e conflitos
Atentado na Argélia mata 43 e fere 45 pessoas	fere 45 pessoas	-3	v-fin num n	Política e conflitos
Caminhão desgovernado mata 1 e fere 5 pessoas em São Paulo	fere 5 pessoas	-3	v-fin num n	Saúde
Atentados no Iraque matam 45 e ferem 260 pessoas	ferem 260 pessoas	-3	v-fin num n	Política e conflitos
Ataques na capital da Somália matam 15 e ferem 60 pessoas	ferem 60 pessoas	-3	v-fin num n	Política e conflitos
Banhistas são feridos por águas-vivas no litoral de São Paulo	feridos por águas-vivas	-3	v-pcp prp n	Saúde
Pelo menos 73 mortos e mil feridos por distúrbios em eventos esportivos no Egito	feridos por distúrbios	-3	v-pcp prp n	Saúde
Soldados das Nações Unidas são feridos por morteiro do Hizbollah	feridos por morteiro	-3	v-pcp prp n	Política e conflitos
Empresa envolvida no ?Escândalo do Mensalão? fez contrato falso para justificar a propina, diz o jornal	fez contrato	1	v-fin n	Política e conflitos
Guerra civil na Síria já fez três milhões de refugiados	fez três milhões	0	v-fin num n	Política e conflitos
Mercadante fica na liderança do PT "em respeito a pedido de Lula"	fica na liderança	1	v-fin prp n	Política e conflitos
Muammar al-Gaddafi diz que fica no poder	fica no poder	1	v-fin prp n	Política e conflitos
Socialistas vencem as Legislativas de Portugal, mas não ficam com maioria absoluta	ficam com maioria	1	v-fin prp n	Política e conflitos
Colheita de trigo argentino deve ficar 400 mil toneladas abaixo do previsto	ficar 400 mil	0	v-inf num n	Economia e negócios
Stella Maris, viúva de Dorival Caymmi, morre após ficar em coma, 11 dias depois da morte do marido	ficar em coma	-3	v-inf prp n	Saúde
Jefferson: Mensalão seria usado para PT ficar no poder	ficar no poder	-1	v-inf prp n	Política e conflitos
Forças de Defesa de Israel dizem que Hizbollah já começa a ficar sem mísseis	ficar sem mísseis	1	v-inf prp n	Política e conflitos
Supremo Tribunal Federal vota pela extradição de Battisti, mas decisão final ficará a cargo de Lula	ficará a cargo	0	v-fin art n	Política e conflitos
Controvérsia sobre vídeo em que líder das FARC admite ter financiado a campanha de Rafael Correa no Equador	financiado a campanha	0	v-pcp art n	Política e conflitos
Ministro da Justiça diz que financiar movimentos que promovem invasões de terras no Brasil ?é ilegal e crime?	financiar movimentos	0	v-inf n	Política e conflitos
Shimon Peres elogia liderança brasileira na América Latina e firma acordos nas áreas jurídica e cinematográfica	firma acordos	2	v-fin n	Economia e negócios
Angola e Portugal firmam acordo com relação aos vistos	firmam acordo	2	v-fin n	Política e conflitos
Brasil e Itália firmam acordo sobre transferência de presos	firmam acordo	2	v-fin n	Política e conflitos
Brasil e Vietnã firmam acordo de cooperação científica e de combate à fome	firmam acordo	2	v-fin n	Política e conflitos
Brasil e Argentina firmam acordos de cooperação	firmam acordos	2	v-fin n	Política e conflitos
Brasil e Cuba firmam acordos de cooperação	firmam acordos	2	v-fin n	Política e conflitos
Brasil e Rússia firmam parceria para elaborar projetos nas áreas civil e de defesa	firmam parceria	2	v-fin n	Política e conflitos
Comissão da OEA que fiscalizará acordo em Honduras deve ser instalada amanhã	fiscalizará acordo	1	v-fin n	Política e conflitos
PMDB anuncia desfiliação de todos que fizerem parte do governo Lula	fizerem parte	0	v-fin n	Política e conflitos
Cavalo de Rodrigo Pessoa é flagrado por doping nas Olimpíadas de Pequim	flagrado por doping	-2	v-pcp prp n	Saúde
Lula assina MP para flexibilizar limite de endividamento de cidades-sede da Copa de 2014	flexibilizar limite	1	v-inf n	Economia e negócios
Gripe suína foi causa secundária da morte de menina em Osasco	foi causa	0	v-fin n	Saúde
Para Greenhalgh morte do prefeito de Santo André foi crime comum	foi crime	-2	v-fin n	Política e conflitos
Emilio Odebrecht diz que "Lula nunca foi de esquerda"	foi de esquerda	0	v-fin prp n	Economia e negócios
No último debate entre os presidenciáveis, o eleitor indeciso questiona e os candidatos respondem, entretanto, foi o debate mais tenso	foi o debate	0	v-fin art n	Política e conflitos
Indústrias automotivas doam R$ 250 mil ao Fome Zero do Brasil	fome zero	0	v-fin n	Saúde
Lula diz que cumprirá decisão do STF sobre Battisti se ela for determinativa	for determinativa	0	v-fin n	Política e conflitos
Agências de notícias negam que fotos do desastre em Qana foram encenações do Hizbollah	foram encenações	-1	v-fin n	Política e conflitos
Estudo diz que quase metade dos trabalhadores de Los Angeles é formada por imigrantes	formada por imigrantes	0	v-pcp prp n	Economia e negócios
Governo e oposição formam coalizão no Zimbábue	formam coalizão	0	v-fin n	Política e conflitos
ACNUR afirma que novos grupos ilegais estão a se formar ao sul da Colômbia	formar ao sul	0	v-inf prp n	Política e conflitos
Presidente da Grécia fará último esforço para formar governo de coalizão	formar governo	1	v-inf n	Economia e negócios
Polícia Federal do Brasil prende assessores e ex-parlamentares acusados de formar quadrilha que agia na Câmara dos Deputados	formar quadrilha	-2	v-inf n	Política e conflitos
Forças de Defesa de Israel acusam Irã e Síria de fornecer ajuda militar para o Hizbollah	fornecer ajuda	2	v-inf n	Política e conflitos
Cientistas criam pílula de tomate para fortalecer o coração	fortalecer o coração	2	v-inf art n	Saúde
Delegado de Ribeirão Preto diz que indiciaria Palocci por corrupção, se ele não fosse ministro	fosse ministro	0	v-fin n	Política e conflitos
Rogério Ceni fratura tornozelo e estará fora do futebol por quatro meses	fratura tornozelo	-2	v-fin n	Saúde
Sul-coreano é indiciado por ter ajudado a fraudar programa das Nações Unidas para Saddam Hussein	fraudar programa	-2	v-inf n	Política e conflitos
Funcionários descrevem como fraudavam o leite	fraudavam o leite	-2	v-fin art n	Saúde
Cientista que fraudou pesquisa com células-tronco é condenado na Coreia do Sul	fraudou pesquisa	-2	v-fin n	Saúde
Mantega anuncia no fim da tarde mais medidas para frear desvalorização do dólar	frear desvalorização	1	v-inf n	Economia e negócios
Caseiro diz que Antonio Palocci freqüentava mansão em Brasília onde ocorria festas e partilha de dinheiro	freqüentava mansão	0	v-fin n	Política e conflitos
Marinha alemã frusta ataque de piratas na costa da Somália	frusta ataque	1	v-fin n	Economia e negócios
Paraguai sai frustrado da presidência temporária do Mercosul	frustrado da presidência	-2	v-pcp prp n	Economia e negócios
Frustrado plano para matar o Presidente da Colômbia	frustrado plano	-2	v-pcp n	Política e conflitos
Índice de adultos que fumam nos Estados Unidos cai para mínimo histórico	fumam nos estados	0	v-fin prp n	Saúde
Ministro Gilberto Gil diz que fumou maconha até os 50 anos e pergunta por que tem que ser proibido	fumou maconha	-2	v-fin n	Política e conflitos
Oposicionista Ying-jeou ganha a eleição presidencial de Taiwan	ganha a eleição	1	v-fin art n	Política e conflitos
Prefeito conservador de Varsóvia ganha eleição presidencial na Polônia	ganha eleição	1	v-fin n	Política e conflitos
Coligação de Kirchner ganha eleições legislativas na Argentina	ganha eleições	1	v-fin n	Política e conflitos
Obama ganha força para "duelo final" com Hillary	ganha força	1	v-fin n	Política e conflitos
Agência Internacional de Energia Atómica ganha Nobel da Paz	ganha nobel	2	v-fin n	Política e conflitos
Paul Krugman ganha Nobel de Economia de 2008	ganha nobel	2	v-fin n	Economia e negócios
Governador do Mato Grosso do Sul ganha pensão vitalícia de R$ 22 mil	ganha pensão	1	v-fin n	Política e conflitos
Firefox ganha versão 3.5	ganha versão	1	v-fin n	Economia e negócios
Democratas cristãos ganham cadeira extra em Dresden e consolidam vitória nas eleições federais na Alemanha	ganham cadeira	1	v-fin n	Política e conflitos
Dois australianos ganham o Nobel de Medicina	ganham o nobel	2	v-fin art n	Saúde
Governo garante R$ 3 bilhões para obras em cidades que vão sediar Copa de 2014	garante r$	1	v-fin n	Economia e negócios
Lula garante recursos às prefeituras maranhenses atingidas pelas chuvas, desde que apresentem projetos	garante recursos	1	v-fin n	Política e conflitos
Projeto de Lei garante tratamento a brasileiro que tencionar deixar homossexualismo	garante tratamento	1	v-fin n	Política e conflitos
Investidor não sofrerá perdas com fusão Bovespa-BM&F, garantem executivos	garantem executivos	1	v-fin n	Economia e negócios
Micheletti estuda se afastar do governo para garantir eleições tranquilas e Zelaya ameaça impugnar as eleições hondurenhas do próximo dia 29	garantir eleições	1	v-inf n	Política e conflitos
Empréstimos garantirão investimentos da Petrobras pelos próximos anos, afirma Gabrielli	garantirão investimentos	2	v-fin n	Economia e negócios
Deputado que mandou a opinião pública ?se lixar? sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, é acusado pelo MPF de gastar o dinheiro público para ligações de disque-sexo	gastar o dinheiro	-1	v-inf art n	Política e conflitos
Presidente Lula não vê "crime" no gasto de passagens com parentes	gasto de passagens	0	v-pcp prp n	Economia e negócios
Crise pode gerar 50 milhões de desempregados no mundo, indica OIT	gerar 50 milhões	0	v-inf num n	Economia e negócios
Moçambique tem que gerar confiança para atrair investidores, diz economista Mira Amaral	gerar confiança	2	v-inf n	Economia e negócios
Curso ensina jovens a gerir organizações políticas	gerir organizações	0	v-inf n	Política e conflitos
Embaixador paraguaio não gosta de nome "Operação Paraguai"	gosta de nome	0	v-fin prp n	Política e conflitos
Hospital aguarda consenso dos pais da menina grávida aos nove anos	grávida aos nove	-2	v-pcp prp num	Saúde
Menina de nove anos está grávida de gêmeos do padrasto de 23 anos já preso no interior de Pernambuco	grávida de gêmeos	1	v-pcp prp n	Saúde
Igreja Católica quer impedir que a menina grávida do padrasto seja abortada no Brasil	grávida do padrasto	-2	v-pcp prp n	Saúde
Há 10 anos, Timor-Leste votou pela Independência	há 10 anos	0	v-fin num n	Política e conflitos
Há 40 anos, o homem pisava pela primeira vez a Lua	há 40 anos	0	v-fin num n	Política e conflitos
Ministro-chefe da Coordenação Política de Lula disse que não há acusação contra o governo	há acusação	-1	v-fin n	Política e conflitos
Depois de fracasso da missão, OEA diz que há espaço para ?últimos esforços? em Honduras	há espaço	1	v-fin n	Política e conflitos
Ministério da Saúde do Brasil diz que não há falta de medicamento para tratar gripe A	há falta	-1	v-fin n	Economia e negócios
Ministro da Saúde do Brasil diz que não há risco de epidemia de febre amarela	há risco	-2	v-fin n	Saúde
Meirelles afima que há sinais de que a economia brasileira saiu da recessão	há sinais	0	v-fin n	Economia e negócios
Amorim diz que não há tensão nas relações entre Brasil e Estados Unidos	há tensão	-2	v-fin n	Economia e negócios
Governo brasileiro habilita 25 projetos para participação em leilão de energia com foco em 2012	habilita 25 projetos	1	v-fin num n	Economia e negócios
Amorim diz que Petrobras pode deixar Equador caso não haja acordo com o governo	haja acordo	1	v-fin n	Política e conflitos
Lula diz que não haverá apagão elétrico no Brasil	haverá apagão	-1	v-fin n	Política e conflitos
Concordata da matriz não afetou GM no Brasil, afirma presidente; Sindicato quer garantia de que não haverá demissões na GM	haverá demissões	-2	v-fin n	Economia e negócios
Não haverá desabastecimento de gás na Argentina, dizem interventores da petrolífera YPF	haverá desabastecimento	-1	v-fin n	Política e conflitos
Embaixador palestino no Brasil diz que não haverá rendição a Israel	haverá rendição	-1	v-fin n	Política e conflitos
PT nega denúncias de Jefferson e diz que em governo de Fernando Henrique havia corrupção	havia corrupção	-2	v-fin n	Política e conflitos
Revista Veja diz que na Prefeitura de São Paulo também havia mensalão	havia mensalão	-1	v-fin n	Política e conflitos
ONU diz que não havia militantes palestinos em escola atacada	havia militantes	0	v-fin n	Política e conflitos
Cientistas anunciam ter criado embrião híbrido de homem com vaca	híbrido de homem	-1	v-pcp prp n	Saúde
Resultado de consulta popular sobre divisão do Sudão deve ser homologado até 15 de fevereiro	homologado até 15	0	v-pcp prp num	Política e conflitos
Príncipe Filipe é hospitalizado com infecção no Reino Unido	hospitalizado com infecção	-2	v-pcp prp n	Saúde
Buratti disse à CPI dos Bingos que houve corrupção durante administração de Palocci	houve corrupção	-2	v-fin n	Política e conflitos
Pesquisas divulgadas mostram que houve queda de concentração de renda no Brasil	houve queda	0	v-fin n	Economia e negócios
Brasil considera que houve ruptura da ordem democrática no Egito	houve ruptura	-1	v-fin n	Política e conflitos
Motorista também diz que Palocci ia a mansão em Brasília	ia a mansão	0	v-fin art n	Política e conflitos
Comissão Nacional da Verdade identifica corpo de desaparecido político morto há 43 anos no Brasil	identifica corpo	1	v-fin n	Política e conflitos
Serviço de Inteligência britânico identifica o assassino do jornalista estadounidense na Síria	identifica o assassino	1	v-fin art n	Política e conflitos
São identificados os corpos do piloto e de comissários do voo 447	identificados os corpos	1	v-pcp art n	Saúde
IML de Recife organiza força tarefa para identificar corpos de vitimas do voo 447	identificar corpos	-1	v-inf n	Saúde
Rio terá "zeladores" nas ruas para identificar problemas	identificar problemas	1	v-inf n	Política e conflitos
Impasse na criação do governo de transição que deve ser instaurado em Honduras	impasse na criação	-1	v-fin prp n	Política e conflitos
Impasse político sobre a recondução de Zelaya está nas mãos do Congresso	impasse político	-1	v-fin n	Política e conflitos
Impasse sobre recursos divide países na Conferência do Clima	impasse sobre recursos	-1	v-fin prp n	Política e conflitos
PGR pede que Supremo impeça utilização de recursos da CIDE para cobrir gastos administrativos	impeça utilização	0	v-fin n	Política e conflitos
Manobra do Governo Federal impede a CPI da Petrobras	impede a cpi	-1	v-fin prp n	Economia e negócios
Fragata de Portugal impede ataque dos piratas e captura 17 no litoral da Somália	impede ataque	2	v-fin n	Política e conflitos
Serviço de Imigração de Angola impede entrada ilegal no país	impede entrada	0	v-fin n	Política e conflitos
Ministro Nelson Jobim impede quebra de sigilo de amigo de Lula	impede quebra	0	v-fin n	Política e conflitos
Ministro Nelson Jobim impede quebra de sigilo de empresário envolvido no caso dólares de Cuba	impede quebra	0	v-fin n	Política e conflitos
O Egito fecha as fronteiras, impedindo a entrada de Palestinos na região	impedindo a entrada	0	v-ger art n	Política e conflitos
Governo admite que fracassou de impedir a CPI da Petrobras e negocia com a oposição	impedir a cpi	0	v-inf prp n	Economia e negócios
Governo diz que vai impedir a CPI da Petrobras hoje	impedir a cpi	0	v-inf art n	Política e conflitos
Verão amazônico contribui para impedir proliferação do vírus da gripe A	impedir proliferação	0	v-inf n	Saúde
Brasil e Portugal discutem em Lisboa implementação do acordo ortogrático	implementação do acordo	1	v-fin prp n	Política e conflitos
Prefeitura do Rio de Janeiro implode terminal rodoviário e dois prédios que tinham risco de desabamento	implode terminal	0	v-fin n	Economia e negócios
Obama assina lei que impõe restrições à indústria de cigarros	impõe restrições	-1	v-fin n	Saúde
Governo da China protesta contra o leilão das duas peças chinesas na França e impõe sanções à Christie?s no território chinês	impõe sanções	-1	v-fin n	Política e conflitos
Estados Unidos impõem sanções diplomáticas ao governo provisório de Honduras	impõem sanções	-1	v-fin n	Política e conflitos
Hong Kong importa 80 milhões de minhocas por causa da Olimpíada	importa 80 milhões	0	v-fin num n	Economia e negócios
Para importar canabidiol, pai aconselha procurar Anvisa antes de ir à Justiça	importar canabidiol	0	v-inf n	Saúde
Marcos Valério imprimiu 80 mil notas fiscais falsas	imprimiu 80 mil	0	v-pcp num n	Política e conflitos
Micheletti estuda se afastar do governo para garantir eleições tranquilas e Zelaya ameaça impugnar as eleições hondurenhas do próximo dia 29	impugnar as eleições	-2	v-inf art n	Política e conflitos
Europa reduz juros para impulsionar economias	impulsionar economias	2	v-inf n	Economia e negócios
Multinacional inaugura centro de pesquisas em Paulínia	inaugura centro	1	v-fin n	Economia e negócios
Santa Casa de são Paulo inaugura Instituto de Pesquisas para incentivar projetos	inaugura instituto	1	v-fin n	Saúde
Guebuza inaugura Ponte Guebuza em Moçambique	inaugura ponte	1	v-fin n	Economia e negócios
Governo inaugura unidade de propeno em refinaria de São Paulo	inaugura unidade	1	v-fin n	Economia e negócios
Traficantes incendeiam ônibus no interior do Rio de Janeiro	incendeiam ônibus	-2	v-fin n	Política e conflitos
Especialistas divergem sobre regras da ANS que incentivam parto normal	incentivam parto	1	v-fin n	Saúde
Santa Casa de são Paulo inaugura Instituto de Pesquisas para incentivar projetos	incentivar projetos	1	v-inf n	Saúde
Líder da Al Qaeda incita muçulmanos a fazer Guerra Santa Mundial contra os judeus	incita muçulmanos	-1	v-fin n	Política e conflitos
Pequim acusa Dalai-Lama de incitar violência no Tibete	incitar violência	-2	v-inf n	Política e conflitos
Lula veta inclusão de ações orçamentárias para a Copa de 2014 no PAC incluídos na Lei de Diretrizes Orçamentárias	incluídos na lei	0	v-pcp prp n	Política e conflitos
Polícia prende suspeito de fazer ameaças de morte aos políticos franceses, incluindo o presidente da França	incluindo o presidente	0	v-ger art n	Política e conflitos
Ações de fiscalização sanitária são reforçadas na fronteira do Brasil com a Argentina, incluindo os caminhoneiros que entram no Rio Grande do Sul	incluindo os caminhoneiros	0	v-ger art n	Saúde
Carro-bomba em Beirute mata seis pessoas, incluindo um investigador local	incluindo um investigador	0	v-ger art n	Política e conflitos
Ex-Ministro do Governo Lula é condenado a indenizar apresentador Juca Kfouri	indenizar apresentador	1	v-inf n	Política e conflitos
Votação indica separação do Sudão do Sul	indica separação	-1	v-fin n	Política e conflitos
Segundo Le Monde, pesquisas indicam vitória do SIM para nova constituição da Europa	indicam vitória	1	v-fin n	Política e conflitos
PF indicia ex-diretor de Recursos Humanos do Senado por formação de quadrilha	indicia ex-diretor	0	v-fin n	Política e conflitos
Polícia Federal indicia filho de Sarney	indicia filho	-1	v-fin n	Política e conflitos
Baby Doc é indiciado pela Justiça haitiana	indiciado pela justiça	-1	v-pcp prp n	Política e conflitos
Em meio a escândalo, prefeito de Detroit é indiciado por perjúrio e outros crimes	indiciado por perjúrio	-2	v-pcp prp n	Política e conflitos
Ex-Ministro da Fazenda do Brasil é indiciado por quatro crimes	indiciado por quatro	0	v-pcp prp num	Política e conflitos
STF proíbe PF de indiciar autoridades	indiciar autoridades	0	v-inf n	Política e conflitos
Temporão condena uso indiscriminado de medicamento contra gripe suína, chamando de ?disparate? e que Gripe A H1N1 é responsável por 60% dos casos de gripe	indiscriminado de medicamento	0	v-pcp prp n	Saúde
FARC infiltram guerrilheira em curso da Escola Superior de Guerra	infiltram guerrilheira	-1	v-fin n	Política e conflitos
Pior da crise já passou, informa carta "Conjuntura Econômica" da FGV	informa carta	0	v-fin n	Economia e negócios
Operadoras de cartão de crédito poderão informar sobre comércio pornográfico na internet	informar sobre comércio	0	v-inf prp n	Economia e negócios
Sócio da MSI morre e polícia inicia investigação	inicia investigação	1	v-fin n	Política e conflitos
Petrobras inicia produção na região do pré-sal	inicia produção	1	v-fin n	Economia e negócios
Lula inicia viagem de cinco dias aos Estados Unidos	inicia viagem	1	v-fin n	Política e conflitos
Lula inicia viagem de nove dias a três países	inicia viagem	1	v-fin n	Política e conflitos
Lula inicia visita aos Países Baixos	inicia visita	1	v-fin n	Economia e negócios
Petroleiros brasileiros iniciam greve	iniciam greve	-1	v-fin n	Economia e negócios
EUA iniciam perseguição mundial, hackers contratacam	iniciam perseguição	-2	v-fin n	Economia e negócios
Tropas do Reino Unido iniciam retirada no Iraque	iniciam retirada	1	v-fin n	Política e conflitos
EUA iniciam testes de vacina contra o ébola em humanos	iniciam testes	0	v-fin n	Saúde
Milionários russos planejam iniciar a construção de sua cidade em 2006	iniciar a construção	1	v-inf art n	Economia e negócios
Obama está disposto para iniciar contatos com Hamas, diz 'The Guardian'	iniciar contatos	0	v-inf n	Política e conflitos
Governo colombiano aceita proposta de desmilitarização a fim de iniciar diálogos com as FARC	iniciar diálogos	2	v-inf n	Política e conflitos
Partidários de Fujimori inscrevem ex-Presidente para disputa eleitoral	inscrevem ex-presidente	0	v-fin n	Política e conflitos
Roberto Jefferson insinua ligação entre suposta corrupção no governo Lula com assassinato de prefeito	insinua ligação	0	v-fin n	Política e conflitos
Brasil insiste na venda de aviões à Venezuela	insiste na venda	0	v-fin prp n	Política e conflitos
Holocausto é um mito, insiste Presidente do Irão	insiste presidente	0	v-fin n	Política e conflitos
Morre Lorenzo Odone, rapaz que inspirou o filme ''Lorenzo's Oil''	inspirou o filme	0	v-fin art n	Saúde
Shopping de Brasília instala bombas com álcool em gel nas áreas de circulação	instala bombas	-2	v-fin n	Saúde
Ministério Público de Goiás instala inquérito contra tesoureiro nacional do PT	instala inquérito	0	v-fin n	Política e conflitos
Americanos dizem que Russos instalaram base de mísseis na Ossétia do Sul	instalaram base	0	v-fin n	Política e conflitos
Conselho de Ética do Senado rejeita o desarquivamento de denúncias contra Sarney e instensifica a crise política no Senado	instensifica a crise	-1	v-fin art n	Política e conflitos
Filha de Hillary Clinton é insultada por âncora de TV	insultada por âncora	-1	v-pcp prp n	Política e conflitos
SBU intensifica campanha de conscientização dos homens sobre câncer de próstata	intensifica campanha	1	v-fin n	Saúde
Japão prepara-se para interceptar foguete norte-coreano	interceptar foguete	0	v-inf n	Política e conflitos
França interessada no modelo brasileiro de assistência às vítimas de acidente aéreo	interessada no modelo	1	v-pcp prp n	Economia e negócios
Lula critica FMI e Bird por não interferirem em países desenvolvidos durante crise	interferirem em países	-1	v-inf prp n	Economia e negócios
Brasil vai discutir formas de intermediar liberação de reféns das Farc	intermediar liberação	1	v-inf n	Política e conflitos
Oscar Niemeyer é internado com dores lombares no Rio de Janeiro, mas passa bem e sai do hospital	internado com dores	-2	v-pcp prp n	Saúde
Terceiro paciente internado com gripe suína passa bem, mas ainda não teve alta	internado com gripe	-2	v-pcp prp n	Saúde
Médicos interrompem gravidez da menina de nove anos	interrompem gravidez	-2	v-fin n	Saúde
Demanda da Geórgia para interromper a ajuda humanitária na Ossétia do Sul indigna Moscou	interromper a ajuda	-1	v-inf art n	Política e conflitos
MST invade fazendas do Daniel Dantas no Pará	invade fazendas	-2	v-fin n	Política e conflitos
Sem-terra invadem fazenda de narcotraficante Abadia no RS	invadem fazenda	-2	v-fin n	Política e conflitos
Manifestantes contrários ao presidente do Irã invadem feira de jornalismo no país	invadem feira	-2	v-fin n	Política e conflitos
Sem-Terra do Brasil invadem Ministério da Fazenda	invadem ministério	-2	v-fin n	Política e conflitos
Mostra sobre brasileiro que inventou o balão termina neste domingo em Brasília	inventou o balão	0	v-fin art n	Economia e negócios
Mensalão: CPI investiga 700 funcionários públicos	investiga 700 funcionários	1	v-fin num n	Política e conflitos
Ministério Público investiga ações tomadas em município do Rio para conter gripe suína	investiga ações	1	v-fin n	Saúde
Wikinotícias investiga acusação de McCain ter plagiado o discurso da Wikipédia	investiga acusação	1	v-fin n	Política e conflitos
Ministério Público investiga empresa suspeita de lavar dinheiro para o PT de Ribeirão Preto	investiga empresa	1	v-fin n	Política e conflitos
Empresário depõe para comissão que investiga escândalo dos Correios do Brasil	investiga escândalo	1	v-fin n	Política e conflitos
PF deflagra Operação Alquimia que investiga fraude tributária estimada em R$1 bilhão em 17 estados	investiga fraude	1	v-fin n	Política e conflitos
CPI que investiga o escândalo dos Bingos pode começar hoje no Brasil	investiga o escândalo	1	v-fin art n	Política e conflitos
Colômbia investiga políticos e jornalistas estrangeiros	investiga políticos	1	v-fin n	Política e conflitos
Cinco mortes são investigadas por suspeita de gripe suína em Campinas	investigadas por suspeita	1	v-pcp prp n	Saúde
Juízes que investigam o mensalão reclamam de escutas telefônicas	investigam o mensalão	1	v-fin art n	Política e conflitos
Partido dos Trabalhadores propõe CPI para investigar compra de votos neste governo e nos governos anteriores	investigar compra	1	v-inf n	Política e conflitos
Investigar destino de desaparecidos políticos deve ser prioridade da Comissão da Verdade, defendem intelectuais	investigar destino	1	v-inf n	Política e conflitos
Criada a Comissão para investigar escândalo dos Correios no Brasil	investigar escândalo	1	v-inf n	Política e conflitos
Nações Unidas vêm ao Brasil investigar excessos da polícia	investigar excessos	1	v-inf n	Política e conflitos
Brasil vai integrar missão para investigar invasão colombiana no Equador	investigar invasão	1	v-inf n	Política e conflitos
Supremo Tribunal Federal decide por 6 a 5 que o Conselho Nacional de Justiça tem autonomia para investigar juízes	investigar juízes	1	v-inf n	Política e conflitos
Polícia Federal viaja aos EUA para investigar o mensalão	investigar o mensalão	1	v-inf art n	Política e conflitos
Aumenta apoio no Senado, a criação da CPMI para investigar parlamentares envolvidos com Carlinhos Cachoeira	investigar parlamentares	1	v-inf n	Economia e negócios
Congresso Brasileiro decide não investigar sanguessugas	investigar sanguessugas	1	v-inf n	Política e conflitos
Agente confirma que Agência Brasileira de Inteligência investigava os Correios	investigava os correios	1	v-fin art n	Política e conflitos
Capitão confirma Jefferson e afirma que Abin investigou os Correios a pedido da Casa Civil	investigou os correios	0	v-fin art n	Política e conflitos
Investir em educação e saúde de crianças é atacar desigualdade ?na raiz?, destaca Dilma	investir em educação	2	v-inf prp n	Saúde
Para importar canabidiol, pai aconselha procurar Anvisa antes de ir à Justiça	ir à justiça	0	v-inf prp n	Saúde
Dilma irá ao funeral de Mandela na África do Sul	irá ao funeral	1	v-fin prp n	Política e conflitos
Hospital do interior paulista isola pacientes com superbactéria	isola pacientes	-1	v-fin n	Saúde
Hospital de Brasília isola três recém-nascidos com superbactéria	isola três	0	v-pcp num	Saúde
Corpos jogados em rio no Iraque são de seqüestrados, diz presidente iraquiano	jogados em rio	0	v-pcp prp n	Política e conflitos
Jornalista que jogou sapatos contra Bush é condenado a três anos de prisão	jogou sapatos	0	v-fin n	Política e conflitos
Sílvio Berlusconi julgado a 6 de Abril por ter tido relações sexuais com menores e por abuso de poder	julgado a 6	0	v-pcp prp num	Política e conflitos
Ex-Ministro da Fazenda do Governo Lula será julgado nesta semana sobre a quebra ilegal do sigilo do caseiro	julgado nesta semana	-1	v-pcp pron-det n	Economia e negócios
Bachelet: nada justifica violência no Chile e saques vão ser contidos com severidade	justifica violência	-1	v-fin n	Política e conflitos
Obama diz que casos de gripe suína são preocupantes, mas não justificam alarme	justificam alarme	1	v-fin n	Saúde
Empresa envolvida no ?Escândalo do Mensalão? fez contrato falso para justificar a propina, diz o jornal	justificar a propina	-1	v-inf art n	Política e conflitos
Colômbia é capaz de provocar guerra para justificar intervenção armada dos EUA, diz Chávez	justificar intervenção	0	v-inf n	Política e conflitos
Lula lamenta a morte dramaturgo Augusto Boal e destaca papel no teatro brasileiro; Corpo do dramaturgo é cremado em cerimônia no Cemitério do Caju	lamenta a morte	1	v-fin art n	Política e conflitos
Ban Ki-moon lamenta ausência de EUA e Israel em conferência sobre racismo	lamenta ausência	1	v-fin n	Política e conflitos
Presidenta Dilma Rousseff lamenta em nota as mortes de Sérgio Britto e Joãosinho Trinta	lamenta em nota	1	v-fin prp n	Saúde
Presidente lamenta morte de integrante da guarda presidencial	lamenta morte	1	v-fin n	Política e conflitos
Wikimedistas lamentam morte de Pietro Roveri	lamentam morte	1	v-fin n	Saúde
Ban Ki Moon lança apelo nas eleições presidênciais na Guiné-Bissau	lança apelo	1	v-fin n	Política e conflitos
Turquia lança ataques aéreos contra rebeldes curdos	lança ataques	-2	v-fin n	Política e conflitos
Banco Central do Zimbábue lança cédula de 50 milhões de dólares que não tem valor	lança cédula	0	v-fin n	Economia e negócios
Empresa de Taiwan lança conversor ?popular? para TV digital	lança conversor	1	v-fin n	Economia e negócios
Fórum Social Mundial lança edição de 2010	lança edição	0	v-fin n	Economia e negócios
Opositor de Chávez lança livro no Brasil	lança livro	1	v-fin n	Política e conflitos
Governo lança mega-campanha de fiscalização a empresas de resíduos	lança mega-campanha	0	v-fin n	Política e conflitos
Coreia do Norte lança mísseis	lança mísseis	-2	v-fin n	Política e conflitos
Coreia do Norte lança mísseis no Mar do Japão	lança mísseis	-2	v-fin n	Política e conflitos
Coreia do Norte lança míssel em direção ao Japão	lança míssel	-2	v-fin n	Política e conflitos
Palestino lança o carro contra alvo militar e é morto a tiros em Israel	lança o carro	-1	v-fin art n	Política e conflitos
Ministério lança página na internet com ações em saúde no Brasil	lança página	1	v-fin n	Economia e negócios
