news source	News Category	News Healine
pt.wikinews.org	Política e conflitos	Empresa envolvida no “Escândalo do Mensalão” fez contrato falso para justificar a propina, diz o jornal
pt.wikinews.org	Política e conflitos	Empresário brasileiro confirma empréstimo de avião para suposta "Operação Cuba"
pt.wikinews.org	Política e conflitos	Empresário depõe para comissão que investiga escândalo dos Correios do Brasil
pt.wikinews.org	Política e conflitos	Empresário Marcos Valério acusado por Roberto Jefferson solicita habeas corpus
pt.wikinews.org	Política e conflitos	Empresários turcos visitam o Brasil depois de viagem de Lula
pt.wikinews.org	Política e conflitos	Encerra o leilão de objetos pessoais dos franceses, o falecido estilista Yves Saint Laurent e o empresário Pierre Bergé
pt.wikinews.org	Política e conflitos	Encontro de Cristina, Chávez e Morales é suspenso por causa de protestos contra o governo
pt.wikinews.org	Política e conflitos	Entidades denunciam à OEA casos de abuso policial durante manifestações
pt.wikinews.org	Política e conflitos	Entrada da Venezuela no Mercosul não prejudica acordo do bloco com Israel, diz Shimon Peres
pt.wikinews.org	Política e conflitos	Entrevista de Jarbas Vasconcelos à revista Veja ainda provoca polêmica
pt.wikinews.org	Política e conflitos	Enviado dos EUA chega hoje a Honduras para tentar pôr fim à crise política
pt.wikinews.org	Política e conflitos	Enviados dos EUA, Japão e das duas Coréias se preparam para negociações
pt.wikinews.org	Política e conflitos	Envolvidos no “Caso Freeport” depõem na Justiça em Portugal
pt.wikinews.org	Política e conflitos	Episcopado venezuelano divulga nota contrária à reforma da Constituição
pt.wikinews.org	Política e conflitos	Equador ameaça não pagar BNDES por hidrelétrica
pt.wikinews.org	Política e conflitos	Equador captura suposto integrante das FARC
pt.wikinews.org	Política e conflitos	Equador culpa Colômbia por presença das FARC em seu território
pt.wikinews.org	Política e conflitos	Equador e Venezuela mobilizam tropas na fronteira colombiana
pt.wikinews.org	Política e conflitos	Equador estuda sanções comerciais contra a Colômbia e adia reatamento de relações
pt.wikinews.org	Política e conflitos	Equador fornece salvo conduto a Gutiérrez
pt.wikinews.org	Política e conflitos	Equador nega que ataque das FARC tenha partido do seu território
pt.wikinews.org	Política e conflitos	Equador protesta contra suposta entrada da Força Aérea Colombiana em seu território
pt.wikinews.org	Política e conflitos	Equador rechaça a guerra fratrícida na Líbia apoiado pelo Ocidente
pt.wikinews.org	Política e conflitos	Equador vai pagar parcela da dívida com BNDES que vence dia 29
pt.wikinews.org	Política e conflitos	Eros Grau renuncia ao cargo de ministro do TSE
pt.wikinews.org	Política e conflitos	Erro grosseiro do The New York Times alimenta polêmica sobre as fotos da guerra
pt.wikinews.org	Política e conflitos	Escândalo derruba Presidente da Casa da Moeda do Brasil
pt.wikinews.org	Política e conflitos	Escândalo em Portugal: Porta-voz do Presidente é acusado de fazer escutas
pt.wikinews.org	Política e conflitos	Escândalo nas Nações Unidas ameaça Kofi Annan
pt.wikinews.org	Política e conflitos	Escândalo no DF envolve cúpula do governo Arruda
pt.wikinews.org	Política e conflitos	Escaramuças e incidentes esparsos desafiam cessar-fogo no Líbano
pt.wikinews.org	Política e conflitos	Espanha anuncia que perdoará dívida da Bolívia em troca da implantação de programas educativos
pt.wikinews.org	Política e conflitos	Espanha desmantela célula do ETA
pt.wikinews.org	Política e conflitos	Espanha e México recomendam suas populações a não viajarem para Honduras
pt.wikinews.org	Política e conflitos	Espanha em eleições neste domingo
pt.wikinews.org	Política e conflitos	Especialista em terrorismo disse que Osama bin Laden pode estar morto
pt.wikinews.org	Política e conflitos	Especialistas aconselham permitir a ascensão de mulheres ao trono japonês
pt.wikinews.org	Política e conflitos	Especialistas em Ambiente da CPLP reunidos em Luanda
pt.wikinews.org	Política e conflitos	Esporte paraolímpico ainda enfrenta dificuldades para crescer por falta de patrocínio
pt.wikinews.org	Política e conflitos	Esposa de Marcos Valério depõe para CPI dos Correios do Brasil
pt.wikinews.org	Política e conflitos	Esposa e filha de Saddam Hussein na lista dos mais procurados
pt.wikinews.org	Política e conflitos	Esquadrão anti-bombas detona material suspeito encontrado no Senado Federal brasileiro
pt.wikinews.org	Política e conflitos	Esquerda vence eleição presidencial em El Salvador
pt.wikinews.org	Política e conflitos	Estado de emergência no Paquistão
pt.wikinews.org	Política e conflitos	Estado de saúde de Ariel Sharon causa preocupação
pt.wikinews.org	Política e conflitos	Estado Islâmico captura base aérea Síria
pt.wikinews.org	Política e conflitos	Estado Islâmico difunde um vídeo mostrando a decapitação de outro jornalista
pt.wikinews.org	Política e conflitos	Estados têm 15 dias para sugerir mudanças no programa de inovação do ensino médio
pt.wikinews.org	Política e conflitos	Estados Unidos ajudam Autoridade Palestina
pt.wikinews.org	Política e conflitos	Estados Unidos discutem comércio com África
pt.wikinews.org	Política e conflitos	Estados Unidos e Polônia assinam tratado de defesa de anti-mísseis irritando a Rússia
pt.wikinews.org	Política e conflitos	Estados Unidos faz retirada parcial de tropas no Iraque
pt.wikinews.org	Política e conflitos	Estados Unidos impõem sanções diplomáticas ao governo provisório de Honduras
pt.wikinews.org	Política e conflitos	Estados Unidos não vão reconhecer processo eleitoral em Honduras
pt.wikinews.org	Política e conflitos	Estados Unidos perderam bomba nuclear na Groenlândia há 40 anos
pt.wikinews.org	Política e conflitos	Estados Unidos podem fazer nova proposta para reduzir subsídios na Rodada Doha
pt.wikinews.org	Política e conflitos	Estados Unidos podem ter ajudado Colômbia no ataque a Reyes
pt.wikinews.org	Política e conflitos	Estados Unidos retaliam Morales e expulsam embaixador da Bolívia no país
pt.wikinews.org	Política e conflitos	Estados Unidos vão eleger um negro e isso não é pouca coisa, diz Lula
pt.wikinews.org	Política e conflitos	Estão recenseados 8.993.770 eleitores para as eleições de Domingo
pt.wikinews.org	Política e conflitos	Estatística nomeia Clinton e Bush como pessoas "mais admiradas"
pt.wikinews.org	Política e conflitos	Estrategista-chefe de Hillary Clinton renuncia ao cargo
pt.wikinews.org	Política e conflitos	Estudantes anti-chavistas têm ampla vitória em eleições universitárias
pt.wikinews.org	Política e conflitos	Estudantes chilenos estão em greve de fome
pt.wikinews.org	Política e conflitos	Estudantes do Cefet-MG protestam contra demissão de professores substitutos
pt.wikinews.org	Política e conflitos	Estudantes passam mais uma noite na reitoria da UnB
pt.wikinews.org	Política e conflitos	Estudantes protestam no Senado exigindo renúncia de Sarney
pt.wikinews.org	Política e conflitos	Estudo da OCDE aponta que investimento por aluno é quatro vezes menor no Brasil
pt.wikinews.org	Política e conflitos	EUA efectuam voos de reconhecimento no espaço aéreo da Síria
pt.wikinews.org	Política e conflitos	EUA iniciam perseguição mundial, hackers contratacam
pt.wikinews.org	Política e conflitos	EUA oferecem 200 milhões de dólares para combater a fome
pt.wikinews.org	Política e conflitos	EUA oferecem apoio a Honduras para combater as FARC
pt.wikinews.org	Política e conflitos	EUA pressionam por apuração mais ágil no Zimbábue
pt.wikinews.org	Política e conflitos	EUA querem aprofundar as relações estratégicas com a Rússia
pt.wikinews.org	Política e conflitos	EUA temem que armas vendidas para Venezuela acabem nas mãos de forças terroristas
pt.wikinews.org	Política e conflitos	Europa responsabiliza a Ucrânia pela crise do gás
pt.wikinews.org	Política e conflitos	Evo Morales chama George Bush de "terrorista"
pt.wikinews.org	Política e conflitos	Evo Morales é recebido por Fidel Castro em Cuba
pt.wikinews.org	Política e conflitos	Evo Morales é reeleito presidente da Bolívia
pt.wikinews.org	Política e conflitos	Evo Morales encerra greve de fome após Lei Eleitoral ter sido aprovada
pt.wikinews.org	Política e conflitos	Evo Morales entrega títulos de terras confiscadas na Bolívia a indígenas
pt.wikinews.org	Política e conflitos	Evo Morales nacionaliza exploração de petróleo e gás natural na Bolívia
pt.wikinews.org	Política e conflitos	Evo Morales proíbe presença de aviões estadunidenses na Bolívia
pt.wikinews.org	Política e conflitos	Evo Morales realiza greve de fome
pt.wikinews.org	Política e conflitos	Ex-agente confirma contatos com agente da Agência Brasileira de Inteligência
pt.wikinews.org	Política e conflitos	Exames de rotina em Alencar mostram quadro de normalidade
pt.wikinews.org	Política e conflitos	Ex-assessor de deputado brasileiro diz para a polícia que recebia saques da suposta conta do mensalão
pt.wikinews.org	Política e conflitos	Ex-Comandante-geral da PM de Mato Grosso é preso por grilagem de terras
pt.wikinews.org	Política e conflitos	Ex-diretor nega acusações a senadores em esquema de corrupção com terceirizadas
pt.wikinews.org	Política e conflitos	Ex-diretores do Senado negam acusações de irregularidades
pt.wikinews.org	Política e conflitos	Ex-ditador de Cuba muda de opinião e ataca o novo presidente dos Estados Unidos
pt.wikinews.org	Política e conflitos	Ex-ditador Saddam Hussein deve ser enforcado neste sábado
pt.wikinews.org	Política e conflitos	Executiva Nacional do Partido dos Trabalhadores sabia sobre dinheiro ilegal, disse ex-secretário
pt.wikinews.org	Política e conflitos	Exército apreende lancha com explosivos das FARC
pt.wikinews.org	Política e conflitos	Exército colombiano localiza três reféns das Farc
pt.wikinews.org	Política e conflitos	Exército desativa caminhão-bomba das FARC
pt.wikinews.org	Política e conflitos	Exército destrói laboratório das FARC
pt.wikinews.org	Política e conflitos	Exército do Sri Lanka avança dentro do território da guerrilha separatista dos tâmeis
pt.wikinews.org	Política e conflitos	Ex-esposa de Chávez diz que foi ameaçada de morte pelo ex-marido
pt.wikinews.org	Política e conflitos	Ex-esposa de Costa Neto aparece de surpresa e entrega convite que alega contradizer ex-marido
pt.wikinews.org	Política e conflitos	Ex-estudante da KGB nomeado chefe da OTAN
pt.wikinews.org	Política e conflitos	Ex-homem forte de Lula, deputado José Dirceu é cassado
pt.wikinews.org	Política e conflitos	Ex-líder chadiano recebe condenação à morte
pt.wikinews.org	Política e conflitos	Ex-líder sérvio na Bósnia se recusa responder às acusações que pesam no Tribunal de Haia
pt.wikinews.org	Política e conflitos	Ex-ministro brasileiro da Casa Civil disse que vai processar deputado brasileiro
pt.wikinews.org	Política e conflitos	Ex-Ministro da Fazenda do Brasil é indiciado por quatro crimes
pt.wikinews.org	Política e conflitos	Ex-Ministro da Fazenda do Governo Lula será julgado nesta semana sobre a quebra ilegal do sigilo do caseiro
pt.wikinews.org	Política e conflitos	Ex-ministro de Lula disse à Folha de São Paulo que segundo Jefferson um ministro do governo participava do esquema de corrupção
pt.wikinews.org	Política e conflitos	Ex-ministro do Governo Lula confirma o encontro em Mato Grosso; Encontro é visto para reforçar acusações contra ex-senador do Estado
pt.wikinews.org	Política e conflitos	Ex-Ministro do Governo Lula é condenado a indenizar apresentador Juca Kfouri
pt.wikinews.org	Política e conflitos	Ex-Ministro do Governo Lula, Marcio Thomaz Bastos, vai defender a empreiteira Camago Corrêa
pt.wikinews.org	Política e conflitos	Ex-ministro José Dirceu nega acusações do deputado brasileiro Roberto Jefferson
pt.wikinews.org	Política e conflitos	Ex-ministro Palocci é candidato à governador de São Paulo, diz "O Estado de S. Paulo"
pt.wikinews.org	Política e conflitos	Ex-ministro Palocci volta culpar Mattoso no caso da quebra do sigilo do caseiro Francenildo e quer disputar a eleição estadual de São Paulo em 2010
pt.wikinews.org	Política e conflitos	Ex-ministro português Antonio Mexia e Marcos Valério se contradizem quanto à natureza de encontro
pt.wikinews.org	Política e conflitos	Ex-ministros do Governo Lula, José Dirceu e Anderson Adauto, são retirados do processo de improbidade administrativa no "Escândalo do Mensalão"
pt.wikinews.org	Política e conflitos	Ex-mulher de deputado brasileiro faz denúncias sobre o mensalão
pt.wikinews.org	Política e conflitos	Exoneração de assessores de Lina provoca pedido de demissão em massa no comando da Receita
pt.wikinews.org	Política e conflitos	Expansão do investimento brasileiro no exterior foi contida pela crise financeira
pt.wikinews.org	Política e conflitos	Expectativa era receber entre R$ 20 a R$ 24 milhões da Portugal Telecom, diz secretário
pt.wikinews.org	Política e conflitos	Explosão atinge terminal 4 de aeroporto de Madrid
pt.wikinews.org	Política e conflitos	Explosão de carro-bomba causa ferimentos e morte no Iraque
pt.wikinews.org	Política e conflitos	Explosão de Hotel no Paquistão mata 18
pt.wikinews.org	Política e conflitos	Explosão deixa um saldo de pelo menos cinco mortos na Colômbia
pt.wikinews.org	Política e conflitos	Explosão mata policial na Espanha; ETA é principal suspeita
pt.wikinews.org	Política e conflitos	Explosão no Iraque deixa 100 mortos e pelo menos 200 feridos
pt.wikinews.org	Política e conflitos	Explosivos são detonados perto do Consulado Britânico em Nova Iorque
pt.wikinews.org	Política e conflitos	Ex-Presidente Chileno Augusto Pinochet morre aos 91 anos
pt.wikinews.org	Política e conflitos	Ex-presidente da Finlândia Martti Ahtisaari conquistou o Prêmio Nobel da Paz de 2008
pt.wikinews.org	Política e conflitos	Ex-presidente de Taiwan é preso, acusado de corrupção
pt.wikinews.org	Política e conflitos	Ex-Presidente do Afeganistão, Burhanuddin Rabbani, morre em atentado suicida
pt.wikinews.org	Política e conflitos	Ex-presidente do Equador Lucio Gutiérrez chega ao Brasil
pt.wikinews.org	Política e conflitos	Ex-presidente do Equador, Lúcio Gutiérrez, renunciou o asilo político concedido pelo Brasil
pt.wikinews.org	Política e conflitos	Ex-presidente do Instituto Brasil de Resseguros disse que mentiu para Veja
pt.wikinews.org	Política e conflitos	Ex-presidente do Instituto Brasil de Resseguros mentiu para Polícia Federal sobre suposto esquema de corrupção
pt.wikinews.org	Política e conflitos	Ex-Presidente Gerald Ford morre aos 93 anos
pt.wikinews.org	Política e conflitos	Ex-presidentes custam U$1,7 milhão para contribuinte brasileiro
pt.wikinews.org	Política e conflitos	Ex-secretária que denunciou ex-chefe suspeito do suposto mensalão negocia para posar nua para a Playboy
pt.wikinews.org	Política e conflitos	Ex-secretário acusa Ministro da Fazenda e outros políticos brasileiros
pt.wikinews.org	Política e conflitos	Ex-secretário de Antonio Palocci é preso em Ribeirão Preto
pt.wikinews.org	Política e conflitos	Ex-secretário do PT não confirma entrevista de O Globo
pt.wikinews.org	Política e conflitos	Ex-secretário do PT pede para sair do partido
pt.wikinews.org	Política e conflitos	Ex-secretário geral do PT deve prestar depoimento nesta terça-feira para parlamentares brasileiros
pt.wikinews.org	Política e conflitos	Ex-soldado americano é acusado de estupro e assassinato
pt.wikinews.org	Política e conflitos	Ex-tesoureiro admite que PT usou dinheiro irregular em campanhas políticas no Brasil
pt.wikinews.org	Política e conflitos	Ex-vereador ligado a milícias é morto em condomínio na Barra da Tijuca, no Rio
pt.wikinews.org	Política e conflitos	Ex-vice-presidente Al Gore anuncia apoio a Obama
pt.wikinews.org	Política e conflitos	Fábrica de automóveis chinesa vai instalar unidade no Brasil
pt.wikinews.org	Política e conflitos	Falece Néstor Kirchner, ex-presidente da Argentina
pt.wikinews.org	Política e conflitos	Falece o Governador de Roraima
pt.wikinews.org	Política e conflitos	Falece o rei Fahd da Arábia Saudita
pt.wikinews.org	Política e conflitos	FARC assassinam camponeses em represália pela morte de Negro Acácio
pt.wikinews.org	Política e conflitos	FARC atacam cidades em Chocó na Colômbia
pt.wikinews.org	Política e conflitos	FARC confirmam morte de Marulanda Vélez
pt.wikinews.org	Política e conflitos	FARC deixam 150 mil colombianos sem luz
pt.wikinews.org	Política e conflitos	Farc entregam oito reféns à Cruz Vermelha na Colômbia
pt.wikinews.org	Política e conflitos	FARC enviam fita para provar que prisioneiros estão vivos
pt.wikinews.org	Política e conflitos	FARC fazem novo bloqueio e disparam contra ambulância
pt.wikinews.org	Política e conflitos	FARC infiltram guerrilheira em curso da Escola Superior de Guerra
pt.wikinews.org	Política e conflitos	FARC lançam ataque a partir do Equador
pt.wikinews.org	Política e conflitos	FARC libertam 29 policiais
pt.wikinews.org	Política e conflitos	FARC matam 28 militares numa emboscada na Colômbia
pt.wikinews.org	Política e conflitos	FARC pedem para participar mais ativamente do Foro de São Paulo
pt.wikinews.org	Política e conflitos	FARC planejavam atentado terrorista na Espanha
pt.wikinews.org	Política e conflitos	FARC publicam discurso de deputado brasileiro
pt.wikinews.org	Política e conflitos	FARC saúdam e se comparam ao MST
pt.wikinews.org	Política e conflitos	FARC saúdam reeleição de Chávez
pt.wikinews.org	Política e conflitos	FARC saúdam reeleição de Lula
pt.wikinews.org	Política e conflitos	FARC sequestraram mais de 6544 colombianos em 10 anos
pt.wikinews.org	Política e conflitos	Farc voltam a descartar libertação de Betancourt sem que guerrilheiros presos sejam soltos
pt.wikinews.org	Política e conflitos	FARC-PT:Abin não disse a verdade, dizem pessoas que trabalharam na investigação da Abin
pt.wikinews.org	Política e conflitos	Farcs cancelam entrega de reféns
pt.wikinews.org	Política e conflitos	Farcs podem liberar reféns ainda esta semana
pt.wikinews.org	Política e conflitos	Fase aguda da crise passou mas Brasil precisa superar sequelas, diz economista
pt.wikinews.org	Política e conflitos	Fedecámaras diz que seqüestrados venezuelanos são vendidos para as FARC
pt.wikinews.org	Política e conflitos	Federal do Rio Grande do Sul aprova cotas
pt.wikinews.org	Política e conflitos	Fernando Henrique acusa Lula de ser conivente com a corrupção
pt.wikinews.org	Política e conflitos	Fernando Henrique diz que ou "Lula sabia sobre o mensalão" ou "não tem capacidade para o cargo"
pt.wikinews.org	Política e conflitos	Fernando Lugo reconhece filho da época em que ainda era bispo
pt.wikinews.org	Política e conflitos	FGV vai recomendar redução de gastos com pessoal e com a Gráfica do Senado
pt.wikinews.org	Política e conflitos	Fidel Castro alerta sobre volta ao Capitalismo
pt.wikinews.org	Política e conflitos	Fidel Castro celebra libertação de Ingrid Betancourt
pt.wikinews.org	Política e conflitos	Fidel Castro congratula Hugo Chávez
pt.wikinews.org	Política e conflitos	Fidel Castro deixa a presidência de Cuba
pt.wikinews.org	Política e conflitos	Fidel Castro escreve sobre Lula
pt.wikinews.org	Política e conflitos	Fidel e Lula relembram criação do Foro de São Paulo
pt.wikinews.org	Política e conflitos	Fidel renuncia à presidência de Cuba
pt.wikinews.org	Política e conflitos	Fidel responsabiliza EUA por crise no Paquistão
pt.wikinews.org	Política e conflitos	Fidel sinaliza saída do poder em Cuba
pt.wikinews.org	Política e conflitos	Filha de Hillary Clinton é insultada por âncora de TV
pt.wikinews.org	Política e conflitos	Filho Bilawal Bhutto será o substituto de Benazir
pt.wikinews.org	Política e conflitos	Filho de João Goulart diz que seu pai foi assassinado
pt.wikinews.org	Política e conflitos	Fiscalização de casos de gripe suína na fronteira com a Argentina só acontece em dias úteis
pt.wikinews.org	Política e conflitos	Fitas de Santo André já estão com a CPI dos Bingos
pt.wikinews.org	Política e conflitos	FMI amplia apoio financeiro a países pobres
pt.wikinews.org	Política e conflitos	FMI entrava contrato de minérios entre República Democrática do Congo e China
pt.wikinews.org	Política e conflitos	FMI se oferece como coordenador de políticas fiscais de caráter internacional
pt.wikinews.org	Política e conflitos	Foguetes procedentes do Líbano atingem Israel
pt.wikinews.org	Política e conflitos	Folha de São Paulo: Banco estatal recebeu pressões para favorecer mídia aliada do PSDB
pt.wikinews.org	Política e conflitos	Fonte da notícia não confirmada da Newsweek pode ter sido um sargento americano
pt.wikinews.org	Política e conflitos	Foram suspensas as eleições de Dezembro na Bolívia
pt.wikinews.org	Política e conflitos	Força Sindical diz que deputado Roberto Jefferson corre risco de vida e pede para que polícia brasileira o proteja
pt.wikinews.org	Política e conflitos	Forças de Defesa de Israel acusam Irã e Síria de fornecer ajuda militar para o Hizbollah
pt.wikinews.org	Política e conflitos	Forças de Defesa de Israel dizem que Hizbollah já começa a ficar sem mísseis
pt.wikinews.org	Política e conflitos	Forças israelenses se aproximam do centro da Faixa de Gaza
pt.wikinews.org	Política e conflitos	Forças sírias saem do Líbano
pt.wikinews.org	Política e conflitos	Foro de São Paulo comemora vitória de Lugo
pt.wikinews.org	Política e conflitos	Foro de São Paulo declara apoio à Cuba
pt.wikinews.org	Política e conflitos	Foro de São Paulo quer Venezuela no Mercosul
pt.wikinews.org	Política e conflitos	Fortalecimento do G20 como instância decisória é única proposta concreta que sai de reunião
pt.wikinews.org	Política e conflitos	Fórum Econômico Mundial anuncia criação de Projeto de Cooperação Global
pt.wikinews.org	Política e conflitos	Fórum Econômico Mundial começa em Davos com foco na crise financeira
pt.wikinews.org	Política e conflitos	Fórum Econômico Mundial da América Latina discute crise financeira
pt.wikinews.org	Política e conflitos	Fórum realizado no Brasil sugere que países não acolham corruptos
pt.wikinews.org	Política e conflitos	Fórum Social Mundial lança edição de 2010
pt.wikinews.org	Política e conflitos	Fotos mostram atuação do Hizbollah em áreas civis
pt.wikinews.org	Política e conflitos	Fotos mostram Piedad Córdoba a receber flores das FARC
pt.wikinews.org	Política e conflitos	Fragata de Portugal impede ataque dos piratas e captura 17 no litoral da Somália
pt.wikinews.org	Política e conflitos	França anuncia retirada de missão humanitária
pt.wikinews.org	Política e conflitos	França enfrenta novo dia de protestos contra reforma na Previdência
pt.wikinews.org	Política e conflitos	França pressiona para a libertação de Ingrid Betancourt
pt.wikinews.org	Política e conflitos	França tem novo Primeiro-Ministro
pt.wikinews.org	Política e conflitos	François Hollande anuncia medidas para conter crise econômica
pt.wikinews.org	Política e conflitos	Fred Thompson abandona a corrida pela Casa Branca
pt.wikinews.org	Política e conflitos	Freiras italianas sequestradas na Somália afirmam que foram bem-tratadas
pt.wikinews.org	Política e conflitos	Frente Polisário quer que Portugal reconheça causa saraui
pt.wikinews.org	Política e conflitos	Fronteira de Gaza é reaberta para o Egito
pt.wikinews.org	Política e conflitos	Frota marítima da OTAN liderado pelo Portugal chega à costa da Somália
pt.wikinews.org	Política e conflitos	Frustrado plano para matar o Presidente da Colômbia
pt.wikinews.org	Política e conflitos	Funai atribui ao Poder Judiciário lentidão na demarcação de terras indígenas
pt.wikinews.org	Política e conflitos	Funcionários da Funai em Bauru são mantidos como reféns por grupo de indígenas
pt.wikinews.org	Política e conflitos	Funcionários do Partido dos Trabalhadores entram em greve
pt.wikinews.org	Política e conflitos	Funcionários públicos do Brasil entram em greve
pt.wikinews.org	Política e conflitos	Fundação Getúlio Vargas divulga índices econômicos do Brasil
pt.wikinews.org	Política e conflitos	Fundador do PPD em Viseu apoia Mário Soares
pt.wikinews.org	Política e conflitos	Fux manda incluir aumento do Judiciário na Proposta Orçamentária de 2013
pt.wikinews.org	Política e conflitos	G20 destinará US$ 1,1 trilhão a países pobres prejudicados pela crise financeira
pt.wikinews.org	Política e conflitos	G8 empurra para frente compromissos efetivos com redução de emissões de gases
pt.wikinews.org	Política e conflitos	G8 manifesta preocupação com situação no Zimbábue
pt.wikinews.org	Política e conflitos	Garcia critica Obama por sua atuação como negociador de política externa
pt.wikinews.org	Política e conflitos	Garibaldi Alves é o novo presidente do Senado Brasileiro
pt.wikinews.org	Política e conflitos	Garotinho encerra greve de fome
pt.wikinews.org	Política e conflitos	Garotinho permanece em greve de fome
pt.wikinews.org	Política e conflitos	General brasileiro morre no Haiti
pt.wikinews.org	Política e conflitos	General da Guiné-Bissau é morto no atentado
pt.wikinews.org	Política e conflitos	General desmente notícia sobre recompensa por cadáver de Marulanda
pt.wikinews.org	Política e conflitos	General diz que China usará armas nucleares contra os EUA se necessário
pt.wikinews.org	Política e conflitos	General Motors anuncia ter saído da concordata
pt.wikinews.org	Política e conflitos	Geórgia: Governo adverte Rússia contra qualquer tentativa de anexar Abkházia
pt.wikinews.org	Política e conflitos	Gilberto Gil anuncia saída do Ministério da Cultura
pt.wikinews.org	Política e conflitos	Gladys Powers, a última veterana feminina da I Guerra Mundial, morre aos 109 anos
pt.wikinews.org	Política e conflitos	GNR é atacada no Timor-Leste
pt.wikinews.org	Política e conflitos	Golpe de Estado na Mauritânia
pt.wikinews.org	Política e conflitos	Golpe de Estado provoca retração econômica em Honduras
pt.wikinews.org	Política e conflitos	Golpe militar na Mauritânia completa uma semana
pt.wikinews.org	Política e conflitos	Golpistas sabotam o diálogo, afirma Zelaya
pt.wikinews.org	Política e conflitos	Governador de Goiás disse que avisou Presidente do Brasil há um ano sobre mensalidade a deputados
pt.wikinews.org	Política e conflitos	Governador de Illinois é preso acusado de corrupção
pt.wikinews.org	Política e conflitos	Governador de Nova Iorque estuda renúncia após escândalo
pt.wikinews.org	Política e conflitos	Governador do estado brasileiro da Paraíba tem seu mandato cassado pelo TSE
pt.wikinews.org	Política e conflitos	Governador do Mato Grosso do Sul ganha pensão vitalícia de R$ 22 mil
pt.wikinews.org	Política e conflitos	Governador do PSDB procura afastar ameaça de impeachment de Lula
pt.wikinews.org	Política e conflitos	Governador do Rio anuncia mais investimentos na área de segurança após confrontos
pt.wikinews.org	Política e conflitos	Governador do Tocantins tem mandato cassado
pt.wikinews.org	Política e conflitos	Governador José Serra anuncia Geraldo Alckmin para Secretaria de Desenvolvimento em São Paulo
pt.wikinews.org	Política e conflitos	Governadora do Alasca, Sarah Palin, é escolhida por McCain como companheira de chapa
pt.wikinews.org	Política e conflitos	Governadores suspendem diálogo com o governo boliviano
pt.wikinews.org	Política e conflitos	Governistas decidem instalar CPI da Petrobras na terça-feira
pt.wikinews.org	Política e conflitos	Governistas rejeitam de uma só vez 68 requerimentos na CPI da Petrobras
pt.wikinews.org	Política e conflitos	Governistas tem maioria na CPI da Petrobras
pt.wikinews.org	Política e conflitos	Governo admite que fracassou de impedir a CPI da Petrobras e negocia com a oposição
pt.wikinews.org	Política e conflitos	Governo afegão: Mais de 90 civis mortos por ataque aéreo dos Estados Unidos
pt.wikinews.org	Política e conflitos	Governo americano critica lançamento de foguete espacial iraniano
pt.wikinews.org	Política e conflitos	Governo anuncia novo PAC da Educação
pt.wikinews.org	Política e conflitos	Governo atinge investimento recorde
pt.wikinews.org	Política e conflitos	Governo brasileiro assume controle total da Comissão Parlamentar de Investigação dos Correios
pt.wikinews.org	Política e conflitos	Governo brasileiro aumenta capital social do BNDES para R$ 20,2 bilhões
pt.wikinews.org	Política e conflitos	Governo brasileiro autoriza aumento a servidores
pt.wikinews.org	Política e conflitos	Governo brasileiro faz apelo para libertação de Ingrid Betancourt
pt.wikinews.org	Política e conflitos	Governo brasileiro pede a Israel fim de bombardeios à Faixa de Gaza
pt.wikinews.org	Política e conflitos	Governo brasileiro pretende investir R$ 440 milhões na recuperação das estradas
pt.wikinews.org	Política e conflitos	Governo brasileiro promete tomar medidas para prevenir a corrupção
pt.wikinews.org	Política e conflitos	Governo brasileiro reconhece Estado palestino com fronteiras existentes em 1967
pt.wikinews.org	Política e conflitos	Governo brasileiro teme acordo militar entre Estados Unidos e Colômbia
pt.wikinews.org	Política e conflitos	Governo chileno critica decisão de Micheletti de vetar saída de Zelaya do país
pt.wikinews.org	Política e conflitos	Governo colombiano aceita proposta de desmilitarização a fim de iniciar diálogos com as FARC
pt.wikinews.org	Política e conflitos	Governo colombiano acusa sindicalistas de apoiar guerrilheiros e grupos armados subversivos
pt.wikinews.org	Política e conflitos	Governo colombiano anuncia resgate de Ingrid Betancourt
pt.wikinews.org	Política e conflitos	Governo Colombiano confirma morte de líder das FARC
pt.wikinews.org	Política e conflitos	Governo colombiano diz que "não tolerará mais" missões como a de Villavicencio
pt.wikinews.org	Política e conflitos	Governo colombiano questiona corrida armamentista venezuelana
pt.wikinews.org	Política e conflitos	Governo da China protesta contra o leilão das duas peças chinesas na França e impõe sanções à Christie’s no território chinês
pt.wikinews.org	Política e conflitos	Governo da Colômbia avisa que não recuará em sua ofensiva contra as FARC
pt.wikinews.org	Política e conflitos	Governo da Colômbia envia missão à Washington
pt.wikinews.org	Política e conflitos	Governo da Coreia do Norte condena duas jornalistas a 12 anos de trabalhos forçados
pt.wikinews.org	Política e conflitos	Governo da Coreia do Norte emite aviso e nota
pt.wikinews.org	Política e conflitos	Governo da Venezuela fechou três radios para "democratizar o espaço eletromagnético"
pt.wikinews.org	Política e conflitos	Governo da Venezuela tenta impedir RCTV para televisão a cabo
pt.wikinews.org	Política e conflitos	Governo de Honduras cancela visita de delegação da OEA
pt.wikinews.org	Política e conflitos	Governo de Zapatero proíbe manifestação da Associação Vítimas do Terrorismo em frente o Congresso
pt.wikinews.org	Política e conflitos	Governo defende que parlamentares evitem levar crise no Senado para o lado emocional
