NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Portugal confirma primeiro caso de gripe suína	gripe suína	-2	n, adj	
Prefeitura de São Vicente confirma morte de bebê indígena por gripe suína	gripe suína	-2	n, adj	
Primeiro lote de vacina contra gripe suína é produzido	gripe suína	-2	n, adj	
Rio de Janeiro confirma mais sete mortes por gripe suína	gripe suína	-2	n, adj	
Rio Grande do Sul confirma terceira morte por gripe suína no Brasil	gripe suína	-2	n, adj	
Secretaria de Saúde confirma mais cinco mortes por gripe suína em São Paulo	gripe suína	-2	n, adj	
Secretaria de Saúde confirma mais quatro mortes por gripe suína em São Paulo	gripe suína	-2	n, adj	
Segunda etapa da vacinação contra gripe suína começa segunda-feira	gripe suína	-2	n, adj	
Segundo OMS, mundo tem 2.500 casos da gripe suína e 46 mortes	gripe suína	-2	n, adj	
Sobe para 14 número de casos de gripe suína no Brasil	gripe suína	-2	n, adj	
Sobe para 42 número de países atingidos pela gripe suína	gripe suína	-2	n, adj	
Sobe para 898 o número de casos de gripe suína em todo o mundo, segundo OMS	gripe suína	-2	n, adj	
Suíça elabora exame que pode diagnosticar gripe suína em até 36 horas	gripe suína	-2	n, adj	
Temporão condena uso indiscriminado de medicamento contra gripe suína, chamando de ?disparate? e que Gripe A H1N1 é responsável por 60% dos casos de gripe	gripe suína	-2	n, adj	
Temporão discute em Porto Alegre controle da gripe suína	gripe suína	-2	n, adj	
Terceiro paciente internado com gripe suína passa bem, mas ainda não teve alta	gripe suína	-2	n, adj	
Universidade Federal Rural do Rio de Janeiro adia volta às aulas por causa da gripe suína	gripe suína	-2	n, adj	
Vacina contra gripe suína só vai ser produzida no Brasil em 2010	gripe suína	-2	n, adj	
Vírus da gripe suína não é mais tão perigoso, constata OMS	gripe suína	-2	n, adj	
Hugo Chávez diz que irá nacionalizar banco do grupo espanhol Santander	grupo espanhol	0	n, adj	
Hugo Chávez diz que irá nacionalizar banco do grupo espanhol Santander	grupo espanhol	0	n, adj	
Grupo iraquiano ligado à Al Qaeda diz que vingou estupro de garota iraquiana	grupo iraquiano	0	n, adj	
Grupo islâmico reivindica atentados que mataram 55 pessoas na Síria; Jornalistas turcos são libertados	grupo islâmico	0	n, adj	
Grupo palestino libera vídeo de jornalistas da FOX News que foram seqüestrados	grupo palestino	0	n, adj	
Grupo separatista ETA anuncia cessar-fogo permanente	grupo separatista	0	n, adj	
ACNUR afirma que novos grupos ilegais estão a se formar ao sul da Colômbia	grupos ilegais	-2	n, adj	
Colômbia:"todos grupos violentos são terroristas"	grupos violentos	-2	n, adj	
Militantes do ETA matam guarda civil espanhol no sul da França	guarda civil	0	n, adj	
Presidente lamenta morte de integrante da guarda presidencial	guarda presidencial	0	n, adj	
Falências e guerra fiscal cortam 20 mil empregos de sapateiro em Novo Hamburgo; Fábrica de calçados femininos fecha depois de crime e leva 60 pessoas ao desemprego no Rio Grande do Sul	guerra fiscal	-2	n, adj	
Em gravação, Bin Laden conclama "guerra santa" na defesa dos palestinos	guerra santa	-1	n, adj	
Exército do Sri Lanka avança dentro do território da guerrilha separatista dos tâmeis	guerrilha separatista	-1	n, adj	
OEA discute suposta presença de guerrilheiros colombianos na Venezuela	guerrilheiros colombianos	0	n, adj	
Dantas depõe novamente na CPI dos grampos protegido por habeas corpus	habeas corpus	1	n, adj	
Empresário Marcos Valério acusado por Roberto Jefferson solicita habeas corpus	habeas corpus	1	n, adj	
Supremo nega habeas corpus a Roger Abdelmassih	habeas corpus	1	n, adj	
Mudança de hábitos alimentares favorece verminose em brasileiros	hábitos alimentares	0	n, adj	
Imperador Akihito sofre de hemorragia gástrica, segundo agência de notícias	hemorragia gástrica	0	n, adj	
Imperador Akihito sofre de hemorragia gástrica, segundo agência de notícias	hemorragia gástrica	0	n, adj	
Morre aos 98 anos, o antigo combatente da Resistência Francesa e historiador francês, Jean-Louis Crémieux-Brilhac	historiador francês	0	n, adj	
Homem-bomba suicida ataca restaurante no Afeganistão	homem-bomba suicida	-3	n, adj	
China condena homenagem francesa ao Dalai Lama	homenagem francesa	2	n, adj	
Alckmin ataca Lula em horário eleitoral; Lula continua com sua postura "paz e amor"	horário eleitoral	0	n, adj	
Partidos nanicos atacam Lula em horário eleitoral na TV	horário eleitoral	0	n, adj	
Após primeiro debate e início do horário político, Datafolha revela ampliação da vantagem de Lula	horário político	0	n, adj	
PSB declara que vai lutar pela aprovação de 30 horas semanais aos enfermeiros	horas semanais	0	n, adj	
Santas casas e hospitais beneficentes protestam por mais recursos do SUS	hospitais beneficentes	0	n, adj	
Acordo de cooperação pode reduzir cesarianas em hospitais particulares do país	hospitais particulares	0	n, adj	
Saúde destina R$ 30 milhões para reestruturação de hospitais universitários	hospitais universitários	0	n, adj	
Xanana Gusmão visita Ramos-Horta em hospital australiano	hospital australiano	0	n, adj	
Marinheiro francês passa mal e é levado para hospital militar em Natal	hospital militar	0	n, adj	
Presidente da França, Nicolas Sarkozy, recebe alta do hospital militar	hospital militar	0	n, adj	
Bispo inglês que questionou a existência do Holocausto divulga nota em que perde o perdão às vítimas e à Igreja Católica	igreja católica	0	n, adj	
Igreja Católica quer impedir que a menina grávida do padrasto seja abortada no Brasil	igreja católica	0	n, adj	
Líder de uma Igreja cristã é raptado no Paquistão	igreja cristã	0	n, adj	
Deputado brasileiro da Igreja Universal do Reino de Deus é detido com 7 malas de dinheiro	igreja universal	0	n, adj	
Presidente Lula reclama com o papa da política de imigração européia	imigração européia	0	n, adj	
Instituições fazem mapeamento das rotas de imigração haitiana ao Brasil	imigração haitiana	0	n, adj	
Imigração japonesa é comemorada no Centro de Convenções do Anhembi.	imigração japonesa	0	n, adj	
Lula diz a líderes do G8 que fim dos subsídios agrícolas pode reduzir imigrações ilegais	imigrações ilegais	-2	n, adj	
O impacto étnico nas Presidenciais da Guiné-Bissau	impacto étnico	0	n, adj	
Equipe avalia impactos ambientais após ruptura de barragem no Piauí	impactos ambientais	0	n, adj	
Primeiro-ministro do Japão renuncia, após impasse político	impasse político	-1	n, adj	
BB apresenta plataforma virtual a importadores portugueses	importadores portugueses	0	n, adj	
Senadora do PT acusa imprensa brasileira de atitude escandalosa	imprensa brasileira	0	n, adj	
Ex-ministros do Governo Lula, José Dirceu e Anderson Adauto, são retirados do processo de improbidade administrativa no "Escândalo do Mensalão"	improbidade administrativa	0	n, adj	
Brincadeira telefônica causa pequeno incidente diplomático entre Espanha e Bolívia	incidente diplomático	-2	n, adj	
Escaramuças e incidentes esparsos desafiam cessar-fogo no Líbano	incidentes esparsos	-2	n, adj	
Fundação Getúlio Vargas divulga índices econômicos do Brasil	índices econômicos	0	n, adj	
Fundação Getúlio Vargas divulga índices econômicos do Brasil	índices econômicos	0	n, adj	
Emprego na indústria brasileira tem a oitava queda consecutiva em maio	indústria brasileira	0	n, adj	
Emprego na indústria brasileira tem a oitava queda consecutiva em maio	indústria brasileira	0	n, adj	
Petrobras anuncia programa de apoio à indústria naval brasileira	indústria naval	0	n, adj	
Nível de emprego da indústria paulista cai 0,36% em junho	indústria paulista	0	n, adj	
Nível de emprego da indústria paulista cai 0,36% em junho	indústria paulista	0	n, adj	
China monitoriza indústrias poluentes	indústrias poluentes	0	n, adj	
Tesoureiro do PT não disse informação correta, diz Tribunal Superior Eleitoral do Brasil	informação correta	2	n, adj	
Balança comercial brasileira inicia mês com déficit de US$ 435 milhões	inicia mês	0	n, adj	
Projeto Cidadão Digital deve facilitar as assinaturas nas iniciativas populares	iniciativas populares	1	n, adj	
STF desmembra inquérito referente às denúncias do mensalão mineiro	inquérito referente	1	n, adj	
CDS acusa Governo de "insensibilidade social" com aumento nas reformas	insensibilidade social	-1	n, adj	
Fortalecimento do G20 como instância decisória é única proposta concreta que sai de reunião	instância decisória	0	n, adj	
Fortalecimento do G20 como instância decisória é única proposta concreta que sai de reunião	instância decisória	0	n, adj	
Ministério da Justiça cassa títulos de instituições beneficentes	instituições beneficentes	0	n, adj	
Sarkozy defende fiscalização de instituições financeiras e parceria com o Brasil na reunião do G20	instituições financeiras	0	n, adj	
Sarkozy defende fiscalização de instituições financeiras e parceria com o Brasil na reunião do G20	instituições financeiras	0	n, adj	
Revista Newsweek desculpa-se por notícia não comprovada sobre suposto insulto americano ao Alcorão	insulto americano	-2	n, adj	
Presidente do Equador defende integração financeira da América Latina	integração financeira	2	n, adj	
Brasil e Argentina discutem integração produtiva	integração produtiva	2	n, adj	
Brasil e Argentina discutem integração produtiva	integração produtiva	2	n, adj	
As FARC sinalizam que podem não aceitar proposta de intercâmbio humanitário	intercâmbio humanitário	2	n, adj	
Uribe propõe diálogo com as FARC para intercâmbio humanitário	intercâmbio humanitário	2	n, adj	
Justiça manda sem-terra desocupar lavoura de laranja do interior paulista, mas MST diz que fica	interior paulista	0	n, adj	
Hospital do interior paulista isola pacientes com superbactéria	interior paulista	0	n, adj	
Brasil vai integrar missão para investigar invasão colombiana no Equador	invasão colombiana	-2	n, adj	
Irã tenta despertar a atenção de investidores brasileiros e de outros países	investidores brasileiros	1	n, adj	
Defensores do afastamento de Sarney da presidência do Senado vão pedir investigação ampla do Ministério Público	investigação ampla	1	n, adj	
Carro-bomba em Beirute mata seis pessoas, incluindo um investigador local	investigador local	0	n, adj	
Expansão do investimento brasileiro no exterior foi contida pela crise financeira	investimento brasileiro	1	n, adj	
Expansão do investimento brasileiro no exterior foi contida pela crise financeira	investimento brasileiro	1	n, adj	
Representante das Nações Unidas em Angola apela investimento contínuo nas famílias	investimento contínuo	1	n, adj	
Investimento público é melhor alternativa para o desenvolvimento da política fiscal, diz Coutinho	investimento público	1	n, adj	
Investimento público é melhor alternativa para o desenvolvimento da política fiscal, diz Coutinho	investimento público	1	n, adj	
Governo atinge investimento recorde	investimento recorde	1	n, adj	
Morales pede investimentos chineses na Bolívia	investimentos chineses	1	n, adj	
Saneamento recebe investimentos crescentes, mas maioria da população não tem esgoto tratado	investimentos crescentes	1	n, adj	
Saneamento recebe investimentos crescentes, mas maioria da população não tem esgoto tratado	investimentos crescentes	1	n, adj	
Raúl Castro promove investimentos estrangeiros em recursos minerais	investimentos estrangeiros	1	n, adj	
Debate sobre financiamento do teatro opõe fomento e isenção tributária	isenção tributária	1	n, adj	
Cobertura básica dos planos de saúde terá novos itens obrigatórios	itens obrigatórios	0	n, adj	
Cobertura básica dos planos de saúde terá novos itens obrigatórios	itens obrigatórios	0	n, adj	
Brasil: Ministério Público Federal de Goiás denuncia 81 pessoas por envolvimento em jogo ilegal, entre eles Carlinhos Cachoeira	jogo ilegal	-2	n, adj	
Policiais civis de 12 estados do Brasil fazem operação para prender acusados de explorar jogos ilegais pela internet; 39 acusados estão foragidos	jogos ilegais	-2	n, adj	
Atleta grega é excluída dos jogos olímpicos	jogos olímpicos	1	n, adj	
Los Angeles Times acusa militares americanos de usar jornais iraquianos para propaganda	jornais iraquianos	0	n, adj	
Tarso Genro afirma que a declaração pessoal sobre Dilma Roussef no jornal espanhol "El País" está errada	jornal espanhol	0	n, adj	
Partido dos Trabalhadores pressionou TV Record para afastar jornalista brasileiro Boris Casoy	jornalista brasileiro	0	n, adj	
Militantes do Estado Islâmico decapitam o jornalista estadounidense	jornalista estadounidense	0	n, adj	
Serviço de Inteligência britânico identifica o assassino do jornalista estadounidense na Síria	jornalista estadounidense	0	n, adj	
Salários de jornalistas chineses dependem de pontos dados pelo Partido	jornalistas chineses	0	n, adj	
Colômbia investiga políticos e jornalistas estrangeiros	jornalistas estrangeiros	0	n, adj	
Dois jornalistas franceses sequestrados por homens armados na Somália	jornalistas franceses	0	n, adj	
Lula vai dar posse hoje, no Paraná, ao primeiro juiz cego do Brasil	juiz cego	-1	n, adj	
Divulgada pesquisa CNI/IBOPE realizada entre 29 e 31 de Julho referente à eleição presidencial brasileira de 2006	julho referente	0	n, adj	
Gasto de brasileiro no exterior atinge em junho maior valor desde o agravamento da crise	junho maior	0	n, adj	
Juros americanos caem, buscando acalmar o mercado	juros americanos	0	n, adj	
Justiça argentina condena ex-general e ex-coronel por crimes cometidos na ditadura militar	justiça argentina	1	n, adj	
Ministro da Justiça brasileiro concede refúgio a escritor italiano	justiça brasileiro	1	n, adj	
Nova Corte de Justiça equatoriana toma posse	justiça equatoriana	1	n, adj	
Terras griladas na Amazônia são anunciadas para venda na internet; Incra recorre à Justiça Federal contra site	justiça federal	1	n, adj	
Terras griladas na Amazônia são anunciadas para venda na internet; Incra recorre à Justiça Federal contra site	justiça federal	1	n, adj	
Baby Doc é indiciado pela Justiça haitiana	justiça haitiana	1	n, adj	
Micheletti exige que Brasil entregue Zelaya à Justiça hondurenha	justiça hondurenha	1	n, adj	
Governo defende que parlamentares evitem levar crise no Senado para o lado emocional	lado emocional	1	n, adj	
Ambientalistas criticam mudanças na legislação ambiental	legislação ambiental	0	n, adj	
Brasil não cumpre a Lei 10.639 que obriga o ensino da História e Cultura da África, diz Universidade	lei 10.639	0	n, adj	
Lançado oficialmente o "Google" das leis brasileiras	leis brasileiras	0	n, adj	
Bulas terão letras maiores e serão específicas para pacientes e profissionais da saúde	letras maiores	1	n, adj	
Bulas terão letras maiores e serão específicas para pacientes e profissionais da saúde	letras maiores	1	n, adj	
Justiça britânica concede liberdade condicional a Julian Assange	liberdade condicional	1	n, adj	
Libertada italiana no Afeganistão	libertada italiana	2	n, adj	
Senador critica Ibama por negar licença ambiental para obra de rodovia na Amazônia	licença ambiental	1	n, adj	
Senador critica Ibama por negar licença ambiental para obra de rodovia na Amazônia	licença ambiental	1	n, adj	
Antigo líder comunista Hua Guofeng morre aos 87 anos	líder comunista	0	n, adj	
Bush se refere a Uribe como "líder forte", ao comentar libertação de reféns das Farc	líder forte	1	n, adj	
Líder indígena reconhece dificuldades para retomada da produção na Raposa Serra do Sol	líder indígena	0	n, adj	
Líder indígena diz que Exército deverá "pedir licença" para entrar na Raposa Serra do Sol	líder indígena	0	n, adj	
Liderança africana debate força militar conjunta	liderança africana	0	n, adj	
Shimon Peres elogia liderança brasileira na América Latina e firma acordos nas áreas jurídica e cinematográfica	liderança brasileira	0	n, adj	
Shimon Peres elogia liderança brasileira na América Latina e firma acordos nas áreas jurídica e cinematográfica	liderança brasileira	0	n, adj	
Líderes africanos tentam convencer Gbagbo a deixar a Presidência da Costa do Marfim	líderes africanos	0	n, adj	
Líder do Hizbollah faz apelo para que líderes árabes exijam cessar-fogo	líderes árabes	0	n, adj	
Copenhague: Líderes mundiais discursam na COP-15	líderes mundiais	0	n, adj	
Copenhague: Líderes mundiais discursam na COP-15	líderes mundiais	0	n, adj	
Secretário-geral da ONU pede a líderes mundiais que evitem fracasso em Copenhague	líderes mundiais	0	n, adj	
Questão nuclear: líderes ocidentais advertem o Irão	líderes ocidentais	0	n, adj	
Questão nuclear: líderes ocidentais advertem o Irão	líderes ocidentais	0	n, adj	
Chávez ordena tomada de portos e aeroportos e ameaça prender líderes opositores	líderes opositores	0	n, adj	
Aprovação do Governo Lula tem ligeira alta, mas fica estável, mostra CNI/Ibope	ligeira alta	2	n, adj	
Cavaco Silva quer a língua portuguesa entre as oficiais da ONU	língua portuguesa	0	n, adj	
Países de língua portuguesa fazem reunião em Cabo Verde	língua portuguesa	0	n, adj	
Barco carregado com 700 litros de óleo naufraga no litoral fluminense	litoral fluminense	0	n, adj	
Colômbia ratifica acordo de livre comércio com o Mercosul	livre comércio	1	n, adj	
Mercosul acerta detalhes do acordo de livre comércio com o Egito	livre comércio	1	n, adj	
Mercosul acerta detalhes do acordo de livre comércio com o Egito	livre comércio	1	n, adj	
Cesare Battisti, o terrorista italiano, é escritor de livros policiais no exílio na França	livros policiais	0	n, adj	
Banco do Brasil tem lucro líquido de R$ 2,3 bilhões no primeiro trimestre	lucro líquido	2	n, adj	
Bradesco obtém lucro recorde no 1º trimestre deste ano.	lucro recorde	2	n, adj	
Sarney atribui crise a sua luta política e à vontade de enfraquecer o presidente Lula	luta política	1	n, adj	
Novo aeroporto de Lisboa tem luz verde do estudo ambiental	luz verde	2	n, adj	
Vale se compromete a cortar fornecimento para empresas que usam madeira ilegal	madeira ilegal	-2	n, adj	
Exportações de madeiras brasileiras caíram 43% depois da crise financeira mundial	madeiras brasileiras	0	n, adj	
José Sócrates desiste da "maioria absoluta" para pedir "maioria parlamentar" em Portugal	maioria absoluta	1	n, adj	
Socialistas vencem as Legislativas de Portugal, mas não ficam com maioria absoluta	maioria absoluta	1	n, adj	
José Sócrates desiste da "maioria absoluta" para pedir "maioria parlamentar" em Portugal	maioria parlamentar	1	n, adj	
CCJ da Câmara aprova admissibilidade da PEC que reduz maioridade penal	maioridade penal	0	n, adj	
Críticas à redução da maioridade penal marcaram a semana	maioridade penal	0	n, adj	
Senadores decidem na quarta-feira se deve haver plebiscito no Brasil sobre redução da maioridade penal, aborto e união de homossexuais	maioridade penal	0	n, adj	
Dirigente do Partido dos Trabalhadores é preso com mala cheia de dinheiro no aeroporto de São Paulo	mala cheia	1	n, adj	
Níger: uma manifestação anti-Charlie Hebdo se transforma em motim	manifestação anti-charlie	-1	n, adj	
Manifestantes contrários ao presidente do Irã invadem feira de jornalismo no país	manifestantes contrários	-1	n, adj	
Manifestantes pró-Zelaya são dispersados em frente à Embaixada do Brasil	manifestantes pró-zelaya	-1	n, adj	
Bush compromete-se a manter-se ativo no processo de Paz na Palestina	manter-se ativo	1	n, adj	
Zapatero saúda "clara vitória" e promete governar com "mão dura e mão estendida"	mão dura	-1	n, adj	
Primeiro mapa genoma latino revelado	mapa genoma	0	n, adj	
Visita a presos só será permitida com uso de máscara descartável	máscara descartável	0	n, adj	
Esquadrão anti-bombas detona material suspeito encontrado no Senado Federal brasileiro	material suspeito	-1	n, adj	
Presidência do Senado cria canal virtual para Sarney se defender de matérias jornalísticas	matérias jornalísticas	0	n, adj	
Ministros dizem que crescimento do Brasil em 2009 deve ficar acima da média mundial	média mundial	0	n, adj	
Ministros dizem que crescimento do Brasil em 2009 deve ficar acima da média mundial	média mundial	0	n, adj	
Egito apoia mediação brasileira nas negociações de paz no Oriente Médio	mediação brasileira	1	n, adj	
Brasil e Índia vão denunciar à OMC a retenção de medicamentos genéricos em território neerlandês	medicamentos genéricos	1	n, adj	
Brasil e Índia vão denunciar à OMC a retenção de medicamentos genéricos em território neerlandês	medicamentos genéricos	1	n, adj	
Detido na Índia, médico responsável por esterilizações que levaram 13 mulheres à morte	médico responsável	0	n, adj	
Centenas de médicos venezuelanos protestam contra vinda de médicos cubanos	médicos cubanos	0	n, adj	
Centenas de médicos venezuelanos protestam contra vinda de médicos cubanos	médicos cubanos	0	n, adj	
Tumor cancerígeno na laringe de Lula diminui após tratamento e deixa médicos otimistas quanto à cura	médicos otimistas	2	n, adj	
Centenas de médicos venezuelanos protestam contra vinda de médicos cubanos	médicos venezuelanos	0	n, adj	
Centenas de médicos venezuelanos protestam contra vinda de médicos cubanos	médicos venezuelanos	0	n, adj	
Portugal enfrenta greve geral contra medidas austeras do governo	medidas austeras	-2	n, adj	
Portugal enfrenta greve geral contra medidas austeras do governo	medidas austeras	-2	n, adj	
Pacote de medidas inicia a revitalização da zona portuária do Rio de Janeiro	medidas inicia	0	n, adj	
Bósnia-Herzegovina, Brasil, Gabão, Nigéria e Líbano eleitos membros rotativos do Conselho de Segurança da ONU	membros rotativos	0	n, adj	
Morre Shiloh Pepin, conhecida como "a menina sereia"	menina sereia	1	n, adj	
Revista descreve situação de maus-tratos em menores combatentes das FARC	menores combatentes	-2	n, adj	
Cuba: em mensagem lida na televisão Fidel diz estar bem e com bom ânimo	mensagem lida	0	n, adj	
STF desmembra inquérito referente às denúncias do mensalão mineiro	mensalão mineiro	-2	n, adj	
Multa para multinacional McDonald's no Brasil por dar de presente os brinquedos com os menus infantis	menus infantis	0	n, adj	
Multa para multinacional McDonald's no Brasil por dar de presente os brinquedos com os menus infantis	menus infantis	0	n, adj	
Joint venture entre a Telefônica e a Portugal Telecom é a maior operadora de telefonia móvel do mercado brasileiro	mercado brasileiro	0	n, adj	
Pessoas morrem no Iraque devido a dois ataques consecutivos no mercado central de Bagdá	mercado central	0	n, adj	
Países divergem sobre regulação do mercado financeiro internacional	mercado financeiro	0	n, adj	
Países divergem sobre regulação do mercado financeiro internacional	mercado financeiro	0	n, adj	
Dia de crises no mercado global	mercado global	0	n, adj	
Editora encara o desafio de transformar 44 anos de trabalho no mercado impresso em oportunidade de negócios na web	mercado impresso	0	n, adj	
Brasil deve ter 44,5% do mercado internacional de carnes até 2020	mercado internacional	0	n, adj	
Calçado brasileiro perde mercados e faturamento no exterior a cada ano; Fabricantes brasileiros disputam com o mercado italiano	mercado italiano	0	n, adj	
Bolsas asiáticas terminam a semana em baixa devido às incertezas do mercado norte-americano.	mercado norte-americano	0	n, adj	
Mantega acredita que país poderá ter até 700 mil novos empregos no fim do ano	mil novos	0	n, adj	
9.388 mil novos empregos federais	mil novos	0	n, adj	
Mantega acredita que país poderá ter até 700 mil novos empregos no fim do ano	mil novos	0	n, adj	
Mundo registra mais de 11 mil novos casos de gripe suína, diz OMS	mil novos	0	n, adj	
ONU diz que não havia militantes palestinos em escola atacada	militantes palestinos	0	n, adj	
Reajuste de militares atrasa e Brigadeiro anuncia para breve "notícia boa" sobre salário dos militares	militares atrasa	0	n, adj	
Em Minas Gerais Polícia Federal indicia dois por lavagem de dinheiro	minas gerais	0	n, adj	
Acidente com uma carreta e um ônibus causa pelo menos 15 mortes em Minas Gerais	minas gerais	0	n, adj	
Leite adulterado em Minas Gerais é recolhido	minas gerais	0	n, adj	
Índice de adultos que fumam nos Estados Unidos cai para mínimo histórico	mínimo histórico	-1	n, adj	
Ministério brasileiro da Casa Civil diz que declarações de capitão à polícia são improcedentes	ministério brasileiro	0	n, adj	
Sociedade de Mastologia e ministério divergem sobre idade para fazer mamografia	ministério divergem	-1	n, adj	
Procurador do Ministério Público do Brasil disse que a Caixa Econômica Federal acumulou prejuízos de R$ 433 milhões com a multinacional Gtech	ministério público	0	n, adj	
Ministério Público perde abertura de processo contra o médico Abdelmassih	ministério público	0	n, adj	
G20 não acabará com a crise em um dia, adverte ministro britânico	ministro britânico	0	n, adj	
Número 1 das Farc está morto, diz ministro colombiano	ministro colombiano	0	n, adj	
Lula quer se reunir com primeiro ministro francês para discutir situação na Faixa de Gaza	ministro francês	0	n, adj	
Ofensiva em Gaza vai continuar, diz ministro israelense	ministro israelense	0	n, adj	
Ministros sul-americanos discutem dia 24 acordo militar entre Colômbia e Estados Unidos	ministros sul-americanos	0	n, adj	
Ministros sul-americanos discutem dia 24 acordo militar entre Colômbia e Estados Unidos	ministros sul-americanos	0	n, adj	
Militares da Alemanha retornam de missão anti-pirataria na costa da Somália	missão anti-pirataria	2	n, adj	
Presidente Lula cancela missão brasileira ao Equador	missão brasileira	0	n, adj	
França anuncia retirada de missão humanitária	missão humanitária	1	n, adj	
Missão humanitária para socorrer Betancourt é enviada para a selva	missão humanitária	1	n, adj	
Relatório do Pentágono mostra crescimento do número de mísseis chineses	mísseis chineses	-1	n, adj	
França interessada no modelo brasileiro de assistência às vítimas de acidente aéreo	modelo brasileiro	0	n, adj	
Comércio em moeda local entre Brasil e Argentina está crescendo, diz Meirelles	moeda local	0	n, adj	
Há 15 anos começava a circular o real, nova moeda nacional de poder aquisitivo estável	moeda nacional	0	n, adj	
Brasil e Argentina começam a operar com moedas locais em outubro	moedas locais	0	n, adj	
Brasil vai propor o uso de mais moedas locais no comércio entre os países do Mercosul	moedas locais	0	n, adj	
Brasil vai propor o uso de mais moedas locais no comércio entre os países do Mercosul	moedas locais	0	n, adj	
Ministério das Cidades libera R$ 1 bilhão para moradias populares em pequenos municípios	moradias populares	1	n, adj	
Ministério das Cidades libera R$ 1 bilhão para moradias populares em pequenos municípios	moradias populares	1	n, adj	
Clodovil tem morte cerebral confirmada	morte cerebral	-3	n, adj	
Lula lamenta a morte dramaturgo Augusto Boal e destaca papel no teatro brasileiro; Corpo do dramaturgo é cremado em cerimônia no Cemitério do Caju	morte dramaturgo	-3	n, adj	
Secretário-Geral das Nações Unidas adverte sobre mudança climática	mudança climática	-2	n, adj	
Declaratório da Receita sobre mudança contábil da Petrobras deve ficar pronto em dez dias	mudança contábil	0	n, adj	
Deposto do poder, Baby Doc retorna ao Haiti no momento de mudança política no país	mudança política	0	n, adj	
Canadá abandona Protocolo de Kyoto para evitar multas milionárias por incumprimento	multas milionárias	-2	n, adj	
Campo Grande é o primeiro município brasileiro a receber financiamento do BID para o Procidades	município brasileiro	0	n, adj	
Campo Grande é o primeiro município brasileiro a receber financiamento do BID para o Procidades	município brasileiro	0	n, adj	
População de município gaúcho atingido por gripe A pede menos pânico e mais informação	município gaúcho	0	n, adj	
Maior parte de município maranhense está inundado	município maranhense	0	n, adj	
Índice de municípios brasileiros com IDHM médio e alto chega a 74%	municípios brasileiros	0	n, adj	
Sobe para 133 número de municípios cearenses em situação de emergência	municípios cearenses	0	n, adj	
Segundo a nadadora argentina Bardach, Phelps se dopa	nadadora argentina	0	n, adj	
Mediterrâneo: naufrágio mortal	naufrágio mortal	-3	n, adj	
Navio ucraniano saído do Brasil é sequestrado pelos piratas da Somália	navio ucraniano	0	n, adj	
Eleições no Uruguai são acompanhadas por negociadores brasileiros	negociadores brasileiros	0	n, adj	
Ramos-Horta receberá alta nesta quarta-feira	nesta quarta-feira	0	n, adj	
Cai ministro costa-riquenho que denunciou nexos políticos das FARC	nexos políticos	0	n, adj	
Morales chama embaixador dos EUA de "persona non grata" e decide expulsá-lo	non grata	-2	n, adj	
Unasul defende respeito às normas constitucionais na Bolívia e pede apuração de massacre	normas constitucionais	1	n, adj	
Episcopado venezuelano divulga nota contrária à reforma da Constituição	nota contrária	-1	n, adj	
Marcos Valério imprimiu 80 mil notas fiscais falsas	notas fiscais	0	n, adj	
Reajuste de militares atrasa e Brigadeiro anuncia para breve "notícia boa" sobre salário dos militares	notícia boa	2	n, adj	
Seqüestro de 150 xiitas no Iraque pode ser notícia falsa	notícia falsa	-2	n, adj	
Chevron diz que ainda não recebeu oficialmente notificação judicial que impede seus executivos de saírem do país	notificação judicial	-1	n, adj	
SBT desiste de ter novelas nacionais até 2009	novelas nacionais	0	n, adj	
Educação alimentar é fundamental para evitar obesidade infantil, diz médico	obesidade infantil	-2	n, adj	
Encerra o leilão de objetos pessoais dos franceses, o falecido estilista Yves Saint Laurent e o empresário Pierre Bergé	objetos pessoais	0	n, adj	
Encerra o leilão de objetos pessoais dos franceses, o falecido estilista Yves Saint Laurent e o empresário Pierre Bergé	objetos pessoais	0	n, adj	
Chegam observadores eleitorais em Guiné-Bissau	observadores eleitorais	1	n, adj	
Observadores internacionais declaram que as eleições na Angola foram legítimas	observadores internacionais	1	n, adj	
Fundador da PIP acusado de “ofensas corporais involuntárias”	ofensas corporais	-2	n, adj	
Petrobras e Galp acertam parceria para produzir óleo vegetal	óleo vegetal	1	n, adj	
Autoridades temem onda terrorista à medida que se aproxima decisão sobre a reeleição presidencial na Colômbia	onda terrorista	-2	n, adj	
No primeiro dia na Casa Branca, Obama discute operação militar no Iraque	operação militar	-1	n, adj	
Deputado que mandou a opinião pública ?se lixar? sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, é acusado pelo MPF de gastar o dinheiro público para ligações de disque-sexo	opinião pública	0	n, adj	
Deputado que mandou a opinião pública ?se lixar?, sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, ataca a imprensa no Plenário da Câmara e provoca mais indignação no Brasil	opinião pública	0	n, adj	
Deputados exigem a saída do relator do processo conta Edmar Moreira do ?Escândalo do Castelo? que mandou a opinião pública ?se lixar?	opinião pública	0	n, adj	
Relator contra Edmar Moreira do Castelo que mandou a opinião pública se lixar diz que não vai sair do Conselho de Ética e volta a atacar a imprensa e os que defendem o afastamento	opinião pública	0	n, adj	
